;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ;Œ—ÕŒ¬ÕŒ… Œ ¬≈ƒ_id
10585;16.21.1;186
10586;84.11.21;1071
10587;70.10.1;977
10588;94.12;1164
10589;64.19;896
10590;24.41;298
10591;22.11;243
10592;35.12;493
10593;62.01;880
10594;84.11.21;1071
10595;01.46;24
10596;38.21;518
10597;84.11.21;1071
10598;84.11.21;1071
10599;52.10;818
10600;26.70;367
10602;36.00.2;513
10603;19.20;205
10604;41.20;528
10605;69.10;972
10606;68.31;960
10607;22.11;243
10608;84.11.3;1074
10609;94.99;1170
10610;84.11.21;1071
10611;24.10.12;285
10612;21.10;238
10613;05.10;51
10614;68.20.2;957
10615;41.20;528
10616;24.46;304
10617;52.10.9;823
10618;68.20.2;957
10619;84.22;1088
10620;64.19;896
10621;84.11.21;1071
10622;46.21.11;608
10624;68.20;956
10625;30.40;463
10626;35.14;496
10627;94.12;1164
10628;52.23.11;840
10629;69;971
10630;70.22;980
10631;42.13;531
10632;68.2;955
10633;24.20;293
10634;84.11.21;1071
10635;20.13;210
10636;66.19;934
10637;68.20.2;957
10638;64.99.3;913
10639;24.10.2;286
10641;08.11.2;82
10642;52.21.23;831
10643;46.46;661
10644;46.12;585
10645;46.51;672
10646;70.10.2;978
10647;64.99.1;909
10648;72.19;1012
10649;72.20;1015
10650;41.20;528
10651;41.2;527
10652;41.20;528
10653;84.23.17;1094
10654;72.19;1012
10655;68.20.2;957
10656;17.12;194
10657;35.30.1;503
10658;87.90;1130
10659;84.11.36;1079
10660;93.19;1156
10661;25.61;323
10662;47.43;745
10663;90.01;1134
10664;85.22;1109
10665;84.11.21;1071
10666;35.30;502
10667;73.20.1;1022
10668;94.92;1169
10669;28.11.1;387
10670;46.75.1;713
10672;68.20.2;957
10673;24.10.6;290
10674;30.20.33;450
10675;46.71.2;695
10676;68.10;950
10677;64.91;900
10678;93.19;1156
10679;62.02;881
10680;64.91;900
10682;13.30;166
10683;20.51;230
10685;38.32.3;521
10686;35.14;496
10687;52.10;818
10688;84.11.4;1080
10689;94.11;1163
10690;10.51;119
10692;68.20.2;957
10693;27.12;373
10694;94.99;1170
10696;46.71;693
10697;01.47;25
10698;66.12.2;932
10700;20.14.7;215
10703;47.30;741
10704;46.36.1;632
10705;02.20;39
10706;60.20;871
10707;84.11.21;1071
10708;84.11.7;1083
10709;10.31;108
10710;84.23.18;1095
10711;84.11.21;1071
10712;84.11.21;1071
10713;63.11.1;888
10714;01.11;1
10715;35.22;499
10716;85.14;1107
10717;84.11.21;1071
10718;69.10;972
10719;84.23.18;1095
10720;68.32.1;969
10721;73.11;1019
10722;17.12;194
10723;72.19;1012
10724;25.73;326
10726;64.20;897
10727;64.20;897
10728;86.10;1121
10729;47.59;755
10730;19.20;205
10731;46.34;625
10732;45.20;572
10733;28.12;391
10735;85.14;1107
10737;72.19;1012
10738;10.5;118
10739;46.90;720
10740;24.46;304
10741;73.20;1021
10742;82.30;1060
10743;71.12;984
10744;06.10.1;64
10745;06.10.1;64
10746;84.11.12;1068
10748;85.22;1109
10749;35.14;496
10751;42.12;530
10752;85.11;1104
10753;68.20.2;957
10754;23.99;277
10755;09.10;89
10756;82.99;1063
10757;64.20;897
10758;63.11.1;888
10759;46.75;712
10760;51.10.1;813
10761;64.99.3;913
10762;71.12.2;989
10763;01.5;30
10764;51.10.1;813
10765;72.19;1012
10766;38.32.4;522
10767;93.2;1157
10768;62.09;885
10769;91.01;1140
10770;94.12;1164
10771;45.11.2;565
10772;84.11.32;1075
10773;66.12.2;932
10774;84.23.18;1095
10775;22.21;247
10776;85.41;1112
10777;85.14;1107
10778;35.11.2;490
10779;64.99.1;909
10780;46.46.2;663
10781;46.18.9;604
10782;46.46.1;662
10783;84.11.21;1071
10784;46.39;643
10785;62.01;880
10786;01.13.51;7
10787;20.14.7;215
10788;64.19;896
10789;62.01;880
10790;23.42;264
10791;21.20;239
10792;46.46;661
10793;10.3;107
10794;84.11.21;1071
10795;29.32;439
10796;49.20;783
10797;20.13;210
10799;64.19;896
10801;52.21.1;826
10802;94.99;1170
10803;93.1;1152
10804;20.42;229
10805;47.19;726
10806;85.22;1109
10807;47.73;765
10808;46.12;585
10809;46.38;636
10810;46.90;720
10811;74.90.1;1026
10812;72.19;1012
10813;85.22;1109
10814;62.09;885
10816;10.82;139
10817;68.32.2;970
10818;01.11.1;2
10819;93.29.9;1161
10820;35.11;488
10821;79.11;1048
10822;90.04;1136
10823;77.39.2;1040
10824;16.10;181
10825;91.02;1141
10826;07.29.41;76
10827;10.13.2;101
10828;84.11.3;1074
10829;10.72;133
10830;72.19;1012
10831;52.22;833
10832;45.1;562
10833;46.71;693
10834;66.12;930
10835;30.20.33;450
10836;77.39;1037
10837;21.20.1;240
10838;41.20;528
10840;84.11.22;1072
10841;01.47;25
10843;49.31;785
10844;69;971
10845;47.25;735
10846;93.11;1153
10847;94.20;1166
10849;46.42;648
10850;63.11;887
10851;16.10.1;182
10852;28.41;418
10853;60.10;870
10854;81.22;1055
10855;49.31.1;786
10856;64.20;897
10857;84.11.22;1072
10858;68.32;968
10859;84.23.13;1093
10860;77.11;1031
10861;06.20;65
10862;94.99;1170
10863;72.19;1012
10864;45.11.2;565
10865;94.12;1164
10866;35.11.1;489
10867;42.91.2;537
10868;64.20;897
10869;10.91.3;152
10870;06.10.1;64
10871;43.12;541
10872;06.10;63
10873;46.3;613
10874;43.21;547
10875;43.99;555
10877;96.04;1179
10878;35.30.14;505
10879;46.73.1;703
10880;84.13;1086
10881;85.21;1108
10882;64.99.5;915
10883;94.99;1170
10884;94.12;1164
10885;35.14;496
10886;28.30.8;416
10887;84.11.21;1071
10888;51.10.1;813
10889;85.21;1108
10892;35.11.1;489
10893;21.20.2;241
10894;10.13;99
10895;85.22;1109
10896;86.21;1122
10898;43.3;550
10899;28.14;395
10900;70.22;980
10901;88.99;1132
10902;94.12;1164
10903;64.19;896
10904;38.11;516
10906;16.10;181
10907;85.41.9;1114
10908;84.11.21;1071
10909;10.13.4;103
10910;64.91;900
10912;85.21;1108
10913;17.21;196
10914;16.10;181
10916;71.12.2;989
10917;47.73;765
10918;64.92;902
10919;41.20;528
10920;49.10;781
10921;52.29;845
10922;62.01;880
10923;90.01;1134
10924;35.30;502
10925;46.31;614
10926;06.10.1;64
10927;72.19;1012
10928;26.20;344
10929;68.20;956
10930;68.32.1;969
10931;41.20;528
10932;68.10;950
10933;68.1;949
10934;10.61.2;127
10935;72.19;1012
10936;68.32;968
10937;41.2;527
10938;85.21;1108
10939;93.29.9;1161
10940;02.10;38
10941;68.20;956
10942;47.9;775
10943;01.41;18
10944;13.92;168
10945;90.0;1133
10946;84.11.3;1074
10947;62.01;880
10948;14.31;176
10949;41.20;528
10950;60.10;870
10951;01.5;30
10952;85.22;1109
10953;84.22;1088
10954;43.21;547
10955;49.4;796
10956;68.31.1;961
10957;25.40;320
10958;11.01.1;154
10959;94.11;1163
10960;02.20;39
10961;46.51;672
10962;42.22;533
10963;64.19;896
10964;85.14;1107
10966;68.20.2;957
10967;33.13;481
10968;78.10;1044
10969;26.30;346
10970;06.20;65
10971;62.01;880
10973;50.40;810
10974;46.35;630
10975;06.10.1;64
10977;43.91;554
10978;35.14;496
10979;86.23;1123
10980;49.42;800
10981;03.1;43
10982;36.00;511
10983;43.21;547
10984;64.20;897
10985;01.50;31
10986;52.23.19;841
10987;59.11;866
10988;21.10;238
10989;84.25.9;1102
10990;45.1;562
10991;46.1;582
10992;62.01;880
10993;72.19;1012
10994;35.30.14;505
10995;41.20;528
10997;10.13;99
10998;68.10;950
10999;42.21;532
11000;25.11;310
11001;71.12.2;989
11002;84.11.3;1074
11003;35.12;493
11005;28.12.1;392
11006;85.22;1109
11007;51.21.2;817
11008;64.99.1;909
11009;01.47;25
11010;84.11.12;1068
11011;84.11.23;1073
11012;65.12;919
11013;71.12.2;989
11014;46.74.2;710
11015;51.21.2;817
11016;52.24;842
11017;71.11;982
11018;94.99;1170
11019;46.41;647
11020;84.11.12;1068
11021;46.74;708
11023;46.75.2;714
11024;72.19;1012
11025;84.11.22;1072
11026;88.10;1131
11027;03.1;43
11028;11.01.1;154
11029;50.20;807
11030;96.04;1179
11031;09.10.9;92
11032;10.5;118
11033;94.12;1164
11034;84.25;1100
11035;71.12.2;989
11036;64.99.1;909
11037;86.10;1121
11038;72.19;1012
11039;84.24;1099
11040;64.19;896
11041;03.11;44
11042;69.10;972
11043;86.90.9;1127
11044;25.50;321
11045;20.13;210
11046;13.91;167
11047;68.32.1;969
11048;68.20.2;957
11049;11.01.1;154
11050;71.12.2;989
11051;62.01;880
11053;41.20;528
11054;84.11.12;1068
11055;52.10.21;819
11056;85.41;1112
11057;68.2;955
11058;32.50;475
11059;94.12;1164
11060;45.11.2;565
11061;94.11;1163
11062;46.9;719
11063;52.29;845
11064;70.22;980
11065;47.73;765
11066;85.22;1109
11067;86.10;1121
11068;84.11.21;1071
11070;43.31;551
11071;94.99;1170
11072;49.41.2;799
11074;72.19;1012
11075;71.12;984
11077;28.92;424
11078;64.20;897
11079;52.23;838
11080;68.3;959
11081;84.11.3;1074
11082;30.30.44;461
11083;71.12.2;989
11084;46.46;661
11085;47.1;721
11086;06.20;65
11087;47.19;726
11088;72.19;1012
11089;10.91.3;152
11090;47.11;722
11091;41.10;526
11092;27.11.1;372
11093;84.2;1087
11094;41.20;528
11095;71.1;981
11096;29.10;430
11097;85.22;1109
11098;71.12.45;994
11099;84.23.13;1093
11100;68.20.2;957
11101;84.1;1064
11102;20.15.5;217
11103;56.10;855
11104;70.22;980
11105;33.16;484
11106;35.30.14;505
11108;85.12;1105
11110;70.22;980
11111;52.29;845
11112;56.10;855
11113;70.22;980
11114;46.71;693
11115;69.10;972
11117;10.51.1;120
11118;64.99;908
11119;84.11.13;1069
11120;11.07.1;161
11121;84.24;1099
11122;58.13;862
11123;70.10.1;977
11124;72.19;1012
11125;47.78.6;771
11126;93.1;1152
11127;42.11;529
11128;68.20;956
11129;85.13;1106
11130;09.10.9;92
11131;84.11.32;1075
11132;71.12;984
11133;47.59.1;756
11134;84.11.21;1071
11135;38.21;518
11136;30.30.12;456
11137;10.13.3;102
11138;46.69.8;690
11139;86.10;1121
11140;45.20.2;574
11142;68.32;968
11143;84.11.12;1068
11144;64.99;908
11145;94.99;1170
11146;43.29;549
11147;01.47;25
11148;62.01;880
11149;72.19;1012
11150;20.16;219
11152;24.10.2;286
11153;85.22;1109
11155;46.72;697
11156;28.12.1;392
11157;23.12;254
11158;94.99;1170
11159;70.22;980
11160;84.11.21;1071
11161;69.20;973
11162;52.24;842
11163;72.19;1012
11164;47.11.2;724
11165;62.01;880
11166;60.10;870
11167;69.10;972
11168;91.02;1141
11169;71.12.2;989
11170;11.03;157
11171;69.20.2;975
11172;47.25.1;736
11173;21.20;239
11174;47.11.1;723
11175;62.01;880
11176;32.50;475
11177;88.99;1132
11178;28.41;418
11179;70.10.2;978
11180;10.71;131
11181;26.40.4;354
11182;56.10;855
11183;84.11.3;1074
11184;03.11;44
11185;68.32.1;969
11186;80.10;1052
11187;06.10.1;64
11188;64.99.3;913
11189;17.29;199
11190;93.29.2;1160
11191;88.99;1132
11192;58.14;863
11194;70.10.2;978
11195;10.83;141
11196;62.01;880
11197;68.32.2;970
11199;35.14;496
11200;85.14;1107
11201;41.20;528
11202;94.20;1166
11203;49.41.2;799
11204;94.11;1163
11205;68.10;950
11206;49.50.21;804
11208;56.10;855
11210;10.61.2;127
11211;43.21;547
11212;71.20.5;1006
11213;71.20;1003
11214;64.99;908
11215;01.11.1;2
11216;05.20.11;61
11217;64.91.2;901
11218;07.29.4;75
11219;25.40;320
11220;62.01;880
11221;47.25.1;736
11222;35.12;493
11223;11.05;158
11224;64.92.6;906
11225;85.14;1107
11226;01.5;30
11227;84.11.3;1074
11228;86.10;1121
11229;29.10;430
11231;49.4;796
11232;68.20.2;957
11233;26.11;337
11234;64.19;896
11235;68.20;956
11236;63.11;887
11237;14.14;173
11238;30.11;442
11239;78.30;1046
11240;70.22;980
11241;71.12.12;986
11242;88.10;1131
11243;47.52;748
11244;69;971
11245;84.11.21;1071
11247;41.20;528
11248;50.40;810
11249;52.29;845
11250;47.11;722
11251;52.23.11;840
11252;41.2;527
11253;56.10.1;856
11254;96.04;1179
11255;85.22;1109
11256;71.20.9;1010
11257;64.92;902
11258;85.21;1108
11259;45.1;562
11260;71.12.2;989
11261;46.90;720
11262;52.23.11;840
11263;71.12;984
11264;35.12;493
11265;49.50.9;806
11266;52.24;842
11267;62.03.13;884
11268;85.13;1106
11269;86.23;1123
11270;68.20.2;957
11271;01.45.1;23
11272;79.12;1049
11273;27.12;373
11274;20.59.4;233
11275;01.50;31
11276;94.11;1163
11277;93.12;1154
11278;41.20;528
11279;46.51;672
11281;72.19;1012
11283;41.2;527
11284;20.14;211
11285;20.30.1;223
11286;47.19;726
11288;86.10;1121
11289;64.99.1;909
11290;41.20;528
11291;93.19;1156
11292;64.91;900
11293;63.91;891
11294;84.11.1;1066
11295;42.13;531
11296;72.1;1011
11297;84.23.18;1095
11298;68.20;956
11299;41.20;528
11300;64.20;897
11301;30.20.4;451
11302;68.2;955
11303;64.20;897
11304;62.01;880
11305;10.72;133
11306;64.20;897
11307;68.20;956
11308;25.1;309
11309;65.12.2;921
11310;35.30.11;504
11311;71.12;984
11312;85.42.1;1117
11313;70.10.2;978
11314;71.11;982
11315;73.11;1019
11316;27.12;373
11317;38.12;517
11318;46.71.2;695
11319;60.20;871
11320;64.20;897
11321;63.99.1;893
11322;47.11;722
11324;94.12;1164
11325;85.14;1107
11326;68.20.2;957
11327;20.11;208
11328;28.30.8;416
11329;58.11;860
11330;52.29;845
11331;64.92.7;907
11332;71.12.13;987
11333;70.22;980
11334;68.10;950
11335;41.20;528
11337;84.2;1087
11338;62.01;880
11339;84.11;1065
11341;43.99.5;558
11342;64.19;896
11343;02.40.1;41
11344;26.70.1;368
11346;66.30;945
11347;61.10;873
11348;10.51;119
11349;72.19;1012
11350;46.21;607
11351;66.12.1;931
11352;84.11.3;1074
11353;82.30;1060
11354;71.1;981
11356;20.60;236
11357;01.11.1;2
11358;10.71;131
11359;45.11.1;564
11360;91.04.1;1144
11361;84.11.3;1074
11362;62.01;880
11363;64.99;908
11364;52.24.2;844
11366;28.22;400
11367;62.01;880
11368;41.20;528
11369;47.11.3;725
11370;46.69.9;691
11371;84.23.32;1097
11372;68.20.2;957
11373;82.99;1063
11374;17.21;196
11375;71.20.8;1009
11377;46.42;648
11378;47.99.2;779
11379;52.10;818
11380;10.82.2;140
11381;10.9;149
11382;46.69;684
11383;84.11.21;1071
11384;84.11.21;1071
11385;71.12.2;989
11386;70.10.2;978
11387;38.1;515
11388;45.1;562
11390;45.11.1;564
11391;62.02;881
11392;43.99.4;557
11393;35.14;496
11394;46.90;720
11395;01.47.2;27
11396;43.99;555
11397;46.43;652
11398;70.22;980
11399;72.19;1012
11400;68.32;968
11401;43.11;540
11402;63.11.1;888
11403;84.11.12;1068
11404;33.16;484
11405;71.1;981
11406;03.1;43
11407;64.99;908
11408;68.20.2;957
11410;24.20;293
11411;84.11.21;1071
11412;25.11;310
11414;85.41;1112
11415;70.10.2;978
11416;47.30;741
11417;43.22;548
11418;63.11.1;888
11419;43.21;547
11420;84.11.12;1068
11421;62.01;880
11422;10.13.1;100
11423;30.20.9;452
11424;21.20;239
11425;85.22;1109
11426;10.72;133
11428;71.12.41;992
11429;06.20;65
11430;85.22;1109
11431;46.90;720
11432;94.12;1164
11433;86.10;1121
11434;33.13;481
11435;84.11.21;1071
11436;84.11.21;1071
11437;50.30;808
11438;84.11.21;1071
11439;29.10;430
11440;71.12;984
11441;47.25;735
11442;42.13;531
11443;64.99.5;915
11444;71.11.1;983
11445;14.12;171
11446;71.12.2;989
11447;22.29.2;251
11448;11.05;158
11449;01.41;18
11450;28.91;423
11451;68.10;950
11452;84.25.1;1101
11454;90.0;1133
11455;46.75;712
11456;52.23;838
11457;20.59;231
11458;62.01;880
11460;78.30;1046
11461;46.73;702
11462;31.03;468
11463;69.10;972
11464;63.11.1;888
11465;47.11;722
11467;72.19;1012
11468;85.22;1109
11469;63.11;887
11470;84.11.21;1071
11471;41.20;528
11472;64.30;898
11473;33.19;486
11474;84.11.21;1071
11475;84.11.12;1068
11476;68.10.23;954
11477;61.10;873
11478;93.19;1156
11479;46.73;702
11480;46.46.1;662
11481;33.12;480
11482;06.20;65
11484;80.10;1052
11485;52.21.24;832
11486;84.11.35;1078
11487;84.11.22;1072
11488;71.11;982
11489;84.23.32;1097
11490;16.10;181
11491;86.10;1121
11492;68.32.1;969
11493;28.13;394
11494;10.92;153
11495;91.02;1141
11496;14.19;175
11497;30.11;442
11498;47.11;722
11499;68.20;956
11500;01.47;25
11501;91.02;1141
11502;68.20;956
11504;45.1;562
11505;35.14;496
11506;66.22;942
11507;50.30.1;809
11508;72.19;1012
11509;84.11.11;1067
11510;46.49;666
11511;94.12;1164
11512;72.19;1012
11513;79.11;1048
11514;71.20.8;1009
11515;30.1;441
11516;94.99;1170
11517;45.1;562
11518;52.10;818
11519;47.25.1;736
11520;64.92;902
11521;47.73;765
11522;24.52;307
11523;68.32.1;969
11524;49.50.1;801
11525;84.11.21;1071
11526;64.99;908
11527;85.13;1106
11528;46.69;684
11529;85.42;1116
11531;72.19;1012
11532;43.12;541
11533;23.51;268
11534;35.12;493
11535;70.10.1;977
11536;10.71;131
11537;47.21;729
11538;85.21;1108
11539;85.42;1116
11540;56.10;855
11541;49.50.1;801
11542;52.23.11;840
11543;50.20;807
11544;91.02;1141
11545;70.22;980
11546;64.99.1;909
11547;63.11.1;888
11548;46.69.4;688
11549;71.12;984
11550;10.39;110
11551;62.09;885
11552;79.11;1048
11553;85.21;1108
11554;52.10;818
11555;35.14;496
11556;85.42;1116
11557;64.20;897
11558;93.11;1153
11559;47.30;741
11561;85.21;1108
11562;11.06;159
11564;84.11.23;1073
11565;72.19;1012
11566;46.43;652
11567;05.10.16;58
11568;47.11;722
11569;46.73;702
11570;94.99;1170
11571;70.22;980
11572;72.19;1012
11573;88.10;1131
11574;46.90;720
11575;68.32.1;969
11576;46.71;693
11578;84.11.21;1071
11579;68.20.2;957
11580;10.91.1;151
11581;88.10;1131
11582;35.14;496
11583;46.69.9;691
11584;46.61;677
11585;51.21.2;817
11586;68.20.2;957
11587;70.22;980
11588;10.52;124
11590;84.11.3;1074
11591;68.32;968
11592;35.30.14;505
11593;10.72;133
11594;20.30;222
11595;41.20;528
11596;24.10.2;286
11597;61.10;873
11598;52.23.11;840
11599;68.20.2;957
11600;18.12;201
11601;24.44;301
11602;96.04;1179
11603;84.11.34;1077
11604;93.12;1154
11605;68.32.2;970
11606;41.20;528
11607;52.10.9;823
11608;84.11.3;1074
11609;85.14;1107
11610;17.22;197
11611;71.12;984
11612;41.20;528
11613;70.22;980
11614;46.21;607
11615;23.6;270
11616;84.11.3;1074
11617;85.21;1108
11618;63.11.1;888
11619;47.25.1;736
11620;68.20.2;957
11621;68.32;968
11622;41.20;528
11623;47.29;737
11624;56.10;855
11626;64.99.3;913
11627;10.83;141
11628;68.32;968
11629;22.21;247
11630;84.11.3;1074
11631;85.22;1109
11632;85.22;1109
11633;64.99.1;909
11634;52.22.11;835
11635;94.99;1170
11636;22.21;247
11637;85.11;1104
11638;10.13.1;100
11639;47.30;741
11640;85.21;1108
11641;71.12.2;989
11642;70.10.2;978
11643;01.50;31
11644;01.50;31
11645;71.20.5;1006
11646;26.51.1;357
11647;14.12;171
11648;68.20;956
11649;10.71;131
11650;68.20.2;957
11651;70.10.2;978
11652;62.03;883
11653;79.11;1048
11654;52.22.2;837
11655;05.10.14;56
11656;35.14;496
11657;56.10.1;856
11658;25.62;324
11659;69.20;973
11660;46.9;719
11661;01.47;25
11662;06.10.1;64
11663;43.99.7;560
11664;22.29.2;251
11665;29.10.1;431
11666;68.20.2;957
11667;68.32;968
11668;88.10;1131
11669;85.14;1107
11670;41.20;528
11671;93.11;1153
11672;10.72;133
11673;51.10.2;814
11675;71.12.2;989
11676;72.19;1012
11677;51.10.2;814
11678;62.09;885
11679;94.99;1170
11680;85.21;1108
11681;68.20.2;957
11682;52.24;842
11684;16.21.1;186
11685;58.13;862
11686;72.20;1015
11688;31.09;469
11689;23.20;259
11690;09.10;89
11691;46.61.1;678
11692;46.21;607
11693;42.21;532
11695;46.45.1;660
11696;64.99;908
11697;64.19;896
11699;63.91;891
11700;56.10;855
11701;84.11.21;1071
11702;16.10.1;182
11703;43.21;547
11704;71.11.1;983
11705;84.11.7;1083
11706;46.22;612
11707;49.50.11;802
11708;79.11;1048
11709;84.23.32;1097
11710;26.51.1;357
11711;41.20;528
11712;17.12;194
11713;85.22;1109
11714;64.99.1;909
11715;68.32.1;969
11716;79.11;1048
11717;84.11.21;1071
11719;68.20;956
11720;26.30.11;348
11721;68.31.12;963
11723;90.04;1136
11724;46.90;720
11726;17.1;192
11727;20.16;219
11729;82.30;1060
11730;82.99;1063
11731;66.11.3;927
11732;70.22;980
11734;50.30;808
11735;35.30.14;505
11736;94.11;1163
11737;69.10;972
11738;84.11.3;1074
11739;85.11;1104
11741;73.1;1018
11742;07.29.4;75
11743;35.11.1;489
11744;64.19;896
11745;03.11;44
11746;47.73;765
11747;65.12.9;922
11748;35.14;496
11749;10.72;133
11750;31.02;467
11751;43.21;547
11752;10.91.1;151
11753;45.20;572
11754;49.50.21;804
11755;30.11;442
11756;68.20;956
11758;02.10;38
11759;24.20;293
11760;10.20;106
11761;70.22;980
11762;29.10.3;433
11763;70.22;980
11764;10.83;141
11765;41.2;527
11767;45.11.1;564
11768;69;971
11769;16.10;181
11770;32.99;476
11771;80.10;1052
11772;64.20;897
11774;85.21;1108
11775;46.38.21;638
11776;84.11.12;1068
11777;64.99;908
11778;16.10;181
11779;64.99;908
11780;84.23.13;1093
11781;45.20;572
11782;70.10.1;977
11783;41.20;528
11784;63.99.1;893
11785;46.90;720
11786;38.12;517
11787;85.22;1109
11788;85.11;1104
11789;19.20;205
11790;56.10.1;856
11791;10.71;131
11792;46.62;679
11793;73.11;1019
11794;84.11.21;1071
11795;85.21;1108
11796;36.00;511
11797;14.12;171
11798;69.10;972
11800;85.42.9;1119
11801;58.13;862
11802;68.1;949
11803;18.12;201
11804;45.20.1;573
11805;33.15;483
11807;26.51.7;362
11808;85.14;1107
11809;03.11;44
11810;64.20;897
11811;71.11.1;983
11812;64.19;896
11813;88.10;1131
11814;29.10;430
11815;41.20;528
11816;35.14;496
11817;72.19;1012
11818;50.40;810
11819;93.1;1152
11820;35.3;501
11821;84.11.12;1068
11822;41.20;528
11823;47.1;721
11824;25.30.2;317
11825;70.22;980
11827;63.1;886
11828;84.11.8;1084
11829;84.11.12;1068
11830;84.11.11;1067
11831;10.71;131
11832;65.30;923
11833;81.22;1055
11834;88.10;1131
11835;91.01;1140
11836;71.12.2;989
11837;52.22.1;834
11838;84.11.21;1071
11839;68.10.1;951
11841;85.14;1107
11842;22.21;247
11843;84.11.21;1071
11844;63.91;891
11845;84.11.22;1072
11846;26.51;356
11847;55.2;852
11848;64.99.3;913
11849;46.42;648
11850;41.20;528
11851;64.9;899
11852;68.20;956
11853;71.12.2;989
11854;41.20;528
11855;71.12.2;989
11856;28.22;400
11857;46.9;719
11858;28.12;391
11859;72.19;1012
11860;68.20;956
11861;84.11.21;1071
11863;64.19;896
11864;85.14;1107
11865;41.20;528
11866;64.99.1;909
11867;63.11.1;888
11868;46.69;684
11869;84.11.3;1074
11870;27.90;383
11871;93.13;1155
11872;70.10.1;977
11873;51.10.2;814
11874;62.02;881
11876;86.10;1121
11877;64.20;897
11878;36.00;511
11879;64.19;896
11880;02.20;39
11881;38.12;517
11882;72.19;1012
11883;06.10.1;64
11884;62.01;880
11885;86.10;1121
11886;68.20;956
11887;64.99.11;910
11888;01.47;25
11889;24.10.2;286
11890;84.11.3;1074
11891;46.21.11;608
11893;46.42;648
11894;68.10;950
11895;01.11;1
11896;63.11;887
11897;72.19;1012
11898;64.99;908
11899;35.14;496
11900;79.11;1048
11901;70.22;980
11902;94.12;1164
11904;93.1;1152
11905;62.01;880
11906;70.10.1;977
11907;84.11.12;1068
11909;64.9;899
11910;10.5;118
11911;72.20;1015
11912;10.81.2;138
11914;03.11;44
11915;46.69.2;686
11916;64.20;897
11917;85.22;1109
11918;91.01;1140
11919;30.30.12;456
11920;45.20;572
11921;94.92;1169
11922;46.69;684
11923;73.20.1;1022
11924;58.13;862
11926;85.21;1108
11927;26.30.11;348
11928;46.41;647
11929;46.71;693
11930;94.11;1163
11931;84.23.13;1093
11932;64.99;908
11933;79.12;1049
11934;31.0;465
11935;30.30.12;456
11936;69.10;972
11937;22.29.2;251
11938;62.01;880
11939;52.29;845
11940;94.12;1164
11941;84.11.21;1071
11942;84.11.3;1074
11943;20.16;219
11944;69.20;973
11945;84.11.3;1074
11946;02.20;39
11947;91.04;1143
11948;64.99;908
11949;11.07;160
11950;46.51.2;673
11951;10.71.1;132
11952;22.2;246
11953;70.22;980
11954;84.11.3;1074
11955;46.72.22;701
11956;43.22;548
11957;55.10;851
11958;81.10;1054
11959;73.20.1;1022
11961;84.11.12;1068
11962;42.11;529
11964;68.20;956
11966;86.23;1123
11967;79.90.1;1051
11968;03.22.5;50
11969;31.09;469
11970;20.59.5;234
11971;94.12;1164
11974;25.11;310
11975;64.92.2;904
11976;71.11;982
11977;84.11.3;1074
11978;20.15;216
11979;71.11;982
11980;55.90;853
11981;84.11.22;1072
11982;64.9;899
11983;74.30;1024
11984;20.14.7;215
11985;09.10;89
11986;72.19;1012
11987;71.20.6;1007
11988;87.90;1130
11989;70.22;980
11990;94.12;1164
11991;29.10.3;433
11992;64.19;896
11993;26.51.6;361
11994;68.20.2;957
11995;46.33.3;624
11997;69.20;973
11998;13.95;169
11999;84.23.32;1097
12000;68.20;956
12001;64.99.1;909
12002;84.11.3;1074
