;company_name;Полное название организации;Английское название;Адрес;Уставный капитал;ОКФС;ОКОПФ;ОКОГУ;ИНН;ОГРН;КПП;ОКАТО;ОКПО;ОКТМО;main_okved_id;main_okved_name;second_okveds
672;АВТОСПЕЦКОМПОНЕНТ-НН, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОСПЕЦКОМПОНЕНТ-НН""";"OOO "" AVTOSPETSKOMPONENT-NN""";Нижегородская обл., г. Нижний Новгород, ул. Деловая, д. 7 пом. 11;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5260369448;1135260014944;526001001;Нижегородская область, Нижний Новгород, Нижегородский;25668124;Нижегородская область, Городские округа Нижегородской области, г Нижний Новгород;45.1;Торговля автотранспортными средствами;{'Производство грузовых автомобилей': '29.10.4'}
673;ПРОЕКТ ДЕВЕЛОПМЕНТ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОЕКТ ДЕВЕЛОПМЕНТ""";"OOO ""PROEKT DEVELOPMENT""";Новосибирская обл, м.р-н Новосибирский, с.п. Станционный сельсовет, п Садовый, ул Пасечная, д. 11, офис 5.13;1 980 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5405035096;1195476005185;543301001;Новосибирская область, Новосибирский район, Станционный, п Садовый;35640517;Новосибирская область, Муниципальные районы Новосибирской области, Новосибирский мун. р-н, Сельские поселения Новосибирского муниципального района, Станционный с/с, п Садовый;52.10;Деятельность по складированию и хранению;{'Строительство жилых и нежилых зданий': '41.20'}
674;ЛАБИРИНТ-ВОЛГА, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАБИРИНТ-ВОЛГА""";"OOO ""LABIRINT-VOLGA""";Нижегородская обл., г. Нижний Новгород, ул. Композитора Касьянова, д. 5 пом. П3;500 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5260374864;1135260018222;526001001;Нижегородская область, Нижний Новгород, Нижегородский;25697841;Нижегородская область, Городские округа Нижегородской области, г Нижний Новгород;47.25.1;Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах;{'Строительство жилых и нежилых зданий': '41.20'}
675;ФОНД АТОМ;"""НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ФОНД ИПОТЕЧНОГО КРЕДИТОВАНИЯ ""АТОМ""";"""FOND ""ATOM""";Красноярский кр., г. Железногорск, ул. Маяковского, д. 6 кв. 116;8 400;Частная собственность;Фонды;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;2452023127;1022401409216;245201001;Красноярский край, Железногорск;55129293;Красноярский край, Городские округа Красноярского края, ЗАТО г Железногорск;64.92;Предоставление займов и прочих видов кредита;
676;ИРКУТСКАЯ АПТЕКА, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРКУТСКАЯ АПТЕКА""";"OOO ""IRKUTSKAYA APTEKA""";Иркутская обл, г.о. город Усть-Илимск, г Усть-Илимск, пр-кт Мира, д. 23, кв. 113;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;3804117526;1223800019992;380401001;Иркутская область, Усть-Илимск;57172502;Иркутская область, Городские округа Иркутской области, г Усть-Илимск;47.73;Торговля розничная лекарственными средствами в специализированных магазинах (аптеках);{'Производство фармацевтических субстанций': '21.10'}
677;ЭКОЛАНТ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛАНТ""";"OOO ""EKOLANT""";Нижегородская обл, г.о. город Выкса, г Выкса, ул Корнилова, стр. 100А, помещ. 72;48 073 000 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5247046110;1065247017890;524701001;Нижегородская область, Выкса;96651794;Нижегородская область, Городские округа Нижегородской области, г Выкса;24.52;Литье стали;{'Добыча камня, песка и глины': '08.1'}
678;МКД, ТСЖ;"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""МКД""";"TSZH ""MKD""";Омская обл., Таврический район, рабочий пос. Таврическое, пер. Почтовый, д. 6 кв. 4;;Частная собственность;Товарищества собственников жилья;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5534900159;1145543022151;553401001;Омская область, Таврический район, Таврическое;23694577;Омская область, Муниципальные районы Омской области, Таврический мун. р-н, Городские поселения Таврического муниципального района, Таврическое;68.32.1;Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе;
679;ТРАНСНЕФТЬ-ДРУЖБА, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - ДРУЖБА""";"AO ""TRANSNEFT - DRUZHBA""";Брянская обл., г. Брянск, ул. Уральская, д. 113;635 375;Частная собственность;Непубличные акционерные общества;"Публичное акционерное общество ""Транснефть""";3235002178;1023202736754;325701001;Брянская область, Брянск, Фокинский;10453441;Брянская область, Городские округа Брянской области, г Брянск;49.50.1;Транспортирование по трубопроводам нефти и нефтепродуктов;{'Производство стальных труб, полых профилей и фитингов': '24.20'}
680;ЗАКОНОДАТЕЛЬНАЯ ДУМА ТОМСКОЙ ОБЛАСТИ;ЗАКОНОДАТЕЛЬНАЯ ДУМА ТОМСКОЙ ОБЛАСТИ;ZAKONODATELNAYA DUMA TOMSKOI OBLASTI;Томская обл., г. Томск, пл. Ленина, д. 6;;Собственность субъектов Российской Федерации;Государственные казенные учреждения субъектов Российской Федерации;Законодательная (представительная) власть субъектов Российской Федерации;7019028620;1027000918900;701701001;Томская область, Томск;00099524;Томская область, Городские округа Томской области, г Томск;84.11.21;Деятельность органов государственной власти субъектов Российской Федерации (республик, краев, областей), кроме судебной власти, представительств исполнительных органов государственной власти субъектов Российской Федерации при Президенте Российской Федерации;
681;ФОНД РОЙЗМАНА, БФ;"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ФОНД РОЙЗМАНА""";"BF ""FOND ROIZMANA""";Свердловская обл., г. Екатеринбург, ул. Энгельса, д. 15А офис 23;;Собственность благотворительных организаций;Благотворительные фонды;Региональные и местные общественные объединения;6685104760;1156600003317;668501001;Свердловская область, Екатеринбург, Октябрьский;45586012;Свердловская область, Городские округа Свердловской области, г Екатеринбург;64.99;Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки;{'Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде': '58.11.1'}
682;РАДУГА, В.ГАКВАРИНСКИЙ ДЕТСАД;"ВЕРХНЕ-ГАКВАРИНСКИЙ ДЕТСКИЙ САД ""РАДУГА""";"V.GAKVARINSKI DETSAD ""RADUGA""";Дагестан респ., Цумадинский район, с. Верхнее Гаквари;;;Государственные бюджетные учреждения субъектов Российской Федерации;;0537003976;1020500561674;053701001;Республика Дагестан, Цумадинский район, Верхнегакваринский, с Верхнее Гаквари;;Дагестан (Республика), Муниципальные районы Республики Дагестан, Цумадинский мун. р-н, Сельские поселения Цумадинского муниципального района, с/с Верхнегакваринский, с Верхнее Гаквари;85.13;Образование основное общее;{'Образование среднее общее': '85.14'}
683;ГК ОВЕН-ЭНЕРГО, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА КОМПАНИЙ ""ОВЕН-ЭНЕРГО""";"OOO ""GK ""OVEN-ENERGO""";Псковская обл., г. Псков, ул. Советская, д. 49 пом. №1010;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;6027202799;1206000003758;602701001;Псковская область, Псков;46092728;Псковская область, Городские округа Псковской области, г Псков;46.69;Торговля оптовая прочими машинами и оборудованием;{'Распиловка и строгание древесины': '16.10'}
684;РЕСУРСНЫЙ ЦЕНТР;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ САМАРСКОЙ ОБЛАСТИ ""ЧАПАЕВСКИЙ РЕСУРСНЫЙ ЦЕНТР""";"GBU DPO SO ""CHAPAEVSKI RESURSNY TSENTR""";Самарская обл., г. Чапаевск, ул. Железнодорожная, д. 39А;;Собственность субъектов Российской Федерации;Государственные бюджетные учреждения субъектов Российской Федерации;- образования и науки;6335009581;1026303179858;633001001;Самарская область, Чапаевск;57591400;Самарская область, Городские округа Самарской области, Чапаевск;85.42;Образование профессиональное дополнительное;
685;РОССЕТИ -МЭС УРАЛА, ФЛ ПАО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГЭНЕРГОСБЫТ""";"AO ""EENS""";Свердловская обл., г. Екатеринбург, ул. Сурикова, д. 48;3 000 024;Иная смешанная российская собственность;Непубличные акционерные общества;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;6671250899;1086658002617;667101001;Свердловская область, Екатеринбург, Ленинский;85023416;Свердловская область, Городские округа Свердловской области, г Екатеринбург;35.14;Торговля электроэнергией;{'Ремонт электрического оборудования': '33.14'}
686;НПЦ ПОЛЮС, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""ПОЛЮС""";"AO ""NPTS ""POLYUS""";Томская обл., г. Томск, проспект Кирова, д. 56В;1 009 686 000;Частная собственность;Непубличные акционерные общества;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7017171342;1077017004063;701701001;Томская область, Томск;05776739;Томская область, Городские округа Томской области, г Томск;72.19;Научные исследования и разработки в области естественных и технических наук прочие;{'Деятельность по предоставлению мест для краткосрочного проживания': '55.2'}
687;ОМЕГА ПЛЮС, ООО СЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОМЕГА ПЛЮС""";"OOO SZ ""OMEGA PLYUS""";Бурятия респ., г. Улан-Удэ, ул. Жердева, д. 100;20 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;0326473644;1080326000567;032301001;Республика Бурятия, Улан-Удэ, Октябрьский;80966745;Бурятия (Республика), Городские округа Республики Бурятии, г Улан-Удэ;43.12;Подготовка строительной площадки;{'Строительство жилых и нежилых зданий': '41.20'}
688;ЦЕМРОС, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕМРОС""";"JSC ""CEMROS""";г. Москва, вн.тер.г. муниципальный округ Можайский, ул Верейская, д. 29, стр. 34, этаж 5, помещ./ком. I/4;500 000;Частная собственность;Непубличные акционерные общества;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7708117908;1027739128141;773101001;Город Москва столица Российской Федерации город федерального значения, Западный, Можайский;18963455;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Можайский;23.51;Производство цемента;{'Добыча и первичная обработка известняка и гипсового камня': '08.11.2'}
689;КУБАНСКИЕ МАГИСТРАЛЬНЫЕ СЕТИ, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУБАНСКИЕ МАГИСТРАЛЬНЫЕ СЕТИ""";"AO ""KUBANSKIE MAGISTRALNYE SETI""";Краснодарский кр., г. Краснодар, ул. Трамвайная, д. 5 офис 515,204Б;893 472 000;Смешанная российская собственность с долей собственности субъектов Российской Федерации;Непубличные акционерные общества;Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства;2312130841;1062309023611;231201001;Краснодарский край, Краснодар, Карасунский;97730030;Краснодарский край, Городские округа Краснодарского края, г Краснодар;35.12;Передача электроэнергии и технологическое присоединение к распределительным электросетям;{'Ремонт электрического оборудования': '33.14'}
690;ПЕРМСКАЯ ЦБК, АО ГП;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ПРЕДПРИЯТИЙ ""ПЕРМСКАЯ ЦЕЛЛЮЛОЗНО-БУМАЖНАЯ КОМПАНИЯ""";"AO GP ""PERMSKAYA TSBK""";Пермский кр., г. Пермь, ул. Клары Цеткин, д. 14 офис 404;10 000;Частная собственность;Непубличные акционерные общества;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;5904255114;1115904014225;590401001;Пермский край, Пермь, Свердловский;92366482;Пермский край, Городские округа Пермского края, Пермский, г Пермь;70.10.1;Деятельность по управлению финансово-промышленными группами;{'Производство целлюлозы и древесной массы': '17.11'}
691;КУРКИНСКИЙ ХЛЕБОЗАВОД, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУРКИНСКИЙ ХЛЕБОЗАВОД""";"OOO ""KURKINSKI KHLEBOZAVOD""";Тульская обл., Куркинский район, рабочий пос. Куркино, ул. Ленина, д. 5 к. А;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7129500147;1097154005013;712901001;Тульская область, Куркинский район, Куркино;89262187;Тульская область, Муниципальные районы Тульской области, Куркинский мун. р-н, Городские поселения Куркинского муниципального района, рп Куркино;10.71;Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения;{'Производство хлеба и хлебобулочных изделий недлительного хранения': '10.71.1'}
692;ДОЛИНА, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОЛИНА""";"OOO ""DOLINA""";Челябинская обл., г. Магнитогорск, ул. Чапаева, д. 30 неж. пом. 1;210 032;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7444008597;1027402066845;745601001;Челябинская область, Магнитогорск, Ленинский;32520646;Челябинская область, Городские округа Челябинской области, Магнитогорский, г Магнитогорск;47.21;Торговля розничная фруктами и овощами в специализированных магазинах;{'Торговля оптовая неспециализированная': '46.90'}
693;ГБПОУ УИЭТ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УРЕНСКИЙ ИНДУСТРИАЛЬНО-ЭНЕРГЕТИЧЕСКИЙ ТЕХНИКУМ""";GBPOU UIET;Нижегородская обл., Уренский район, г. Урень, ул. Коммунистическая, д. 43;;Собственность субъектов Российской Федерации;Государственные бюджетные учреждения субъектов Российской Федерации;- образования и науки;5235007613;1155235000084;523501001;Нижегородская область, Уренский район, Урень;05043534;Нижегородская область, Муниципальные округа Нижегородской области, Уренский муниципальный округ, г Урень;85.21;Образование профессиональное среднее;
694;РЦРПК , ОГБУДПО РЕГИОНАЛЬНЫЙ ЦЕНТР РАЗВИТИЯ ПРОФЕССИОНАЛЬНЫХ КОМПЕТЕНЦИЙ, ОГБУДПО;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""РЕГИОНАЛЬНЫЙ ЦЕНТР РАЗВИТИЯ ПРОФЕССИОНАЛЬНЫХ КОМПЕТЕНЦИЙ""";"OGBUDPO ""RTSRPK"", OGBUDPO ""REGIONALNY TSENTR RAZVITIYA PROFESSIONALNYKH KOMPETENTSI""";Томская обл., г. Томск, ул. Учебная, д. 37;;Собственность субъектов Российской Федерации;Государственные бюджетные учреждения субъектов Российской Федерации;- образования и науки;7021053221;1027000859852;701701001;Томская область, Томск;46623491;Томская область, Городские округа Томской области, г Томск;85.42;Образование профессиональное дополнительное;{'Образование дополнительное детей и взрослых, не включенное в другие группировки': '85.41.9'}
695;СУШИ РОКУ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУШИ РОКУ""";"OOO ""SUSHI ROKU""";Пермский край, г.о. Пермский, г Пермь, ш Космонавтов, стр. 61Б, офис 206/2;28 563;Совместная частная и иностранная собственность;Общества с ограниченной ответственностью;Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства;2223635946;1212200006150;590301001;Пермский край, Пермь, Дзержинский;47314941;Пермский край, Городские округа Пермского края, Пермский, г Пермь;56.10;Деятельность ресторанов и услуги по доставке продуктов питания;{'Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания': '56.10.1'}
696;ТРАНСНЕФТЬ-ЗАПАДНАЯ СИБИРЬ, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ-ЗАПАДНАЯ СИБИРЬ""";TRANSNEFT WESTERN SIBERIA, JSC;Омская обл., г. Омск, ул. Красный Путь, д. 111 к. 1;550 353;Частная собственность;Непубличные акционерные общества;"Публичное акционерное общество ""Транснефть""";5502020634;1025500514489;550101001;Омская область, Омск, Советский;00139152;Омская область, Городские округа Омской области, г Омск;49.50.1;Транспортирование по трубопроводам нефти и нефтепродуктов;{'Производство арматуры трубопроводной': '28.14'}
697;АЭРОПОРТ САЛЕХАРД, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОПОРТ САЛЕХАРД""";"AO ""AEROPORT SALEKHARD""";Ямало-Ненецкий а.о., г. Салехард, ул. Авиационная, д. 22;564 052 200;Собственность субъектов Российской Федерации;Непубличные акционерные общества;Хозяйственные общества, образованные из государственных унитарных предприятий, муниципальных унитарных предприятий, добровольных объединений государственных предприятий;8901007020;1028900511430;890101001;Тюменская область, Салехард;39346967;Тюменская область, Муниципальные округа, городские округа Ямало-Ненецкого автономного округа, г Салехард;52.23.11;Деятельность аэропортовая;{'Охота, отлов и отстрел диких животных, включая предоставление услуг в этих областях': '01.70'}
698;РОСНЕФТЕФЛОТ, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСНЕФТЕФЛОТ""";"AO ""ROSNEFTEFLOT""";г. Москва, набережная Пресненская, д. 6 стр. 2 пом. 2001;100 000;Частная собственность;Непубличные акционерные общества;"Публичное акционерное общество ""Нефтяная компания ""Роснефть""";6501096047;1026500526590;770301001;Город Москва столица Российской Федерации город федерального значения, Центральный, Пресненский;48713880;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Пресненский;50.20;Деятельность морского грузового транспорта;{'Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата': '09.10.1'}
699;ЦМС ИМЕНИ А.С. ПОПОВА;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛЬНЫЙ МУЗЕЙ СВЯЗИ ИМЕНИ А.С. ПОПОВА""";THE A.S. POPOV CENTRAL MUSEUM OF COMMUNICATIONS;г. Санкт-Петербург, ул. Почтамтская, д. 7;;Федеральная собственность;Федеральные государственные бюджетные учреждения;Министерство цифрового развития, связи и массовых коммуникаций Российской Федерации;7812033274;1027810276845;783801001;Город Санкт-Петербург город федерального значения, Адмиралтейский;01181423;Санкт-Петербург, Внутригородские муниципальные образования города федерального значения Санкт-Петербурга (см. также 40 900 000), муниципальный округ Адмиралтейский округ;91.02;Деятельность музеев;{'Торговля розничная сувенирами, изделиями народных художественных промыслов': '47.78.3'}
700;ПРЯМЫЕ ИНВЕСТИЦИИ, АО;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРЯМЫЕ ИНВЕСТИЦИИ""";"AO ""PRYAMYE INVESTITSII""";г. Москва, пер. Нижний Кисловский, д. 5 стр. 1 помещения 28-33;100 000;Частная собственность;Непубличные акционерные общества;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7704391226;1177746121816;770401001;Город Москва столица Российской Федерации город федерального значения, Центральный, Арбат;06623305;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Арбат;70.22;Консультирование по вопросам коммерческой деятельности и управления;{'Деятельность агентов, специализирующихся на оптовой торговле прочими отдельными видами товаров': '46.18'}
701;ЭСЭФАЙ ТРЕЙДИНГ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭСЭФАЙ ТРЕЙДИНГ""";"OOO ""ESEFAI TREIDING""";г. Москва, вн.тер.г. муниципальный округ Замоскворечье, пер Большой Овчинниковский, д. 16, этаж 4, помещ. 424 (ЧАСТЬ);100 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;9705172541;1227700362185;770501001;Город Москва столица Российской Федерации город федерального значения, Центральный, Замоскворечье;73954612;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Замоскворечье;64.99.1;Вложения в ценные бумаги и деятельность дилерская;{'Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний': '64.99.3'}
702;АНАЛИТИЧЕСКИЙ ЦЕНТР, ГБУ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АНАЛИТИЧЕСКИЙ ЦЕНТР""";"GBU ""ANALITICHESKI TSENTR""";г. Москва, ул. Новый Арбат, д. 11 стр. 1;;Собственность субъектов Российской Федерации;Государственные бюджетные учреждения субъектов Российской Федерации;- экономики;7704835834;1137746440237;770401001;Город Москва столица Российской Федерации город федерального значения, Центральный, Арбат;17546625;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Арбат;63.11.1;Деятельность по созданию и использованию баз данных и информационных ресурсов;{'Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая': '62.09'}
703;КЛЕВЕР МАШИНЗ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛЕВЕР МАШИНЗ""";"OOO ""KLEVER MASHINZ""";г. Москва, ул. Нижняя, д. 14 стр. 3 офис 2;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7714946011;5147746149821;771401001;Город Москва столица Российской Федерации город федерального значения, Северный, Беговой;63729297;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Беговой;46.69.4;Торговля оптовая машинами и оборудованием для производства пищевых продуктов, напитков и табачных изделий;{'Ремонт машин и оборудования': '33.12'}
704;ДИСПБ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАМЕН ИНЖИНИРИНГ""";"OOO ""DISPB""";г. Санкт-Петербург, набережная Петроградская, д. 16 к. А пом. 501;10 000;Собственность иностранных юридических лиц;Общества с ограниченной ответственностью;Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства;7813635881;1197847132031;781301001;Город Санкт-Петербург город федерального значения, Петроградский;39968870;Санкт-Петербург, Внутригородские муниципальные образования города федерального значения Санкт-Петербурга (см. также 40 900 000), муниципальный округ Посадский;71.12;Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях;{'Строительство кораблей, судов и плавучих конструкций': '30.11'}
705;ТК БЕЛЕВСКИЙ ЭТАЛОН, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВАЯ КОМПАНИЯ ""БЕЛЁВСКИЙ ЭТАЛОН""";"OOO ""TK ""BELEVSKI ETALON""";Тульская обл., Белевский район, г. Белев, ул. Рабочая, д. 105;10 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7122027073;1177154014124;712201001;Тульская область, Белевский район, Белев;15994294;Тульская область, Муниципальные районы Тульской области, Белевский мун. р-н, Городские поселения Белевского муниципального района, г Белев;10.39;Прочие виды переработки и консервирования фруктов и овощей;{'Производство какао, шоколада и сахаристых кондитерских изделий': '10.82'}
706;КИБЕРПЛАТ, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИБЕРПЛАТ""";CyberPlat;г. Москва, вн.тер.г. муниципальный округ Кунцево, ул Молодогвардейская, д. 8, этаж/пом./ком./офис 1/VI/1/1;1 500 000;Собственность иностранных юридических лиц;Общества с ограниченной ответственностью;Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства;7731220815;1157746287599;773101001;Город Москва столица Российской Федерации город федерального значения, Западный, Кунцево;53721640;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Кунцево;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая;{'Производство электрической распределительной и регулирующей аппаратуры': '27.12'}
707;ТУРОПЕРАТОР АЙ ТИ ЭМ ГРУПП-ЦЕНТР, ООО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТУРОПЕРАТОР АЙ ТИ ЭМ ГРУПП-ЦЕНТР""";"OOO ""TUROPERATOR AI TI EM GRUPP-TSENTR""";г. Москва, ул. Сущёвская, д. 27 стр. 2 ком. 1 А;500 000;Частная собственность;Общества с ограниченной ответственностью;Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно;7705896533;1097746525447;770701001;Город Москва столица Российской Федерации город федерального значения, Центральный, Тверской;62791414;Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Тверской;79.11;Деятельность туристических агентств;{'Деятельность полиграфическая и предоставление услуг в этой области': '18.1'}
708;ВСК, ГАПОУ ВО;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЛАДИМИРСКОЙ ОБЛАСТИ ""ВЛАДИМИРСКИЙ СТРОИТЕЛЬНЫЙ КОЛЛЕДЖ""";"GAPOU VO ""VSK""";Владимирская обл., г. Владимир, ул. Дзержинского, д. 6;;Собственность субъектов Российской Федерации;Государственные автономные учреждения субъектов Российской Федерации;- образования и науки;3327103056;1033301807660;332701001;Владимирская область, Владимир, Ленинский;01316231;Владимирская область, Городские округа Владимирской области, г Владимир;85.21;Образование профессиональное среднее;{'Прочие виды полиграфической деятельности': '18.12'}
